"DEBIAS","AUC"
"1",0.536162194754296
"1",0.491330375985185
"1",0.526269434514837
"1",0.537984261501211
"1",0.56068401937046
"1",0.476240920096852
"1",0.542372881355932
"1",0.574152542372881
"1",0.491071428571429
"1",0.465799031476998
"1",0.529661016949153
"1",0.57884382566586
"1",0.468976997578692
"1",0.547518159806295
"1",0.630750605326877
"1",0.486682808716707
"1",0.587015738498789
"1",0.554025423728814
"1",0.487439467312349
"1",0.568099273607748
"1",0.595187651331719
"1",0.531930992736077
"1",0.521943099273608
"1",0.57430387409201
"1",0.512863196125908
"1",0.609110169491525
"1",0.612136803874092
"1",0.490163438256659
"1",0.511652542372881
"1",0.514225181598063
"1",0.536924939467312
"1",0.615163438256659
"1",0.550242130750605
"1",0.589891041162228
"1",0.511652542372881
"1",0.448093220338983
"1",0.573093220338983
"1",0.600332929782082
"1",0.473819612590799
"1",0.536622276029056
"1",0.576422518159806
"1",0.552814769975787
"1",0.531930992736077
"1",0.493341404358353
"1",0.536168280871671
"1",0.605629539951574
"1",0.552058111380145
"1",0.498638014527845
"1",0.530569007263923
"1",0.512106537530266
"1",0.543432203389831
"1",0.585351089588378
"1",0.5534200968523
"1",0.530266343825666
"1",0.543734866828087
"1",0.546610169491525
"1",0.470792978208232
"1",0.647699757869249
"1",0.577784503631961
"1",0.598668280871671
"1",0.534049636803874
"1",0.514679176755448
"1",0.525423728813559
"1",0.483504842615012
"1",0.530266343825666
"1",0.552360774818402
"1",0.577633171912833
"1",0.538892251815981
"1",0.669642857142857
"1",0.478510895883777
"1",0.633323244552058
"1",0.536470944309927
"1",0.493946731234867
"1",0.493190072639225
"1",0.50453995157385
"1",0.566434624697337
"1",0.519067796610169
"1",0.515587167070218
"1",0.491374092009685
"1",0.531174334140436
"1",0.527996368038741
"1",0.549182808716707
"1",0.527391041162228
"1",0.557354721549637
"1",0.603208232445521
"1",0.532990314769976
"1",0.471700968523002
"1",0.489709443099274
"1",0.535108958837772
"1",0.574455205811138
"1",0.504085956416465
"1",0.547215496368039
"1",0.585048426150121
"1",0.574757869249395
"1",0.500453995157385
"1",0.469582324455206
"1",0.536319612590799
"1",0.488801452784504
"1",0.514376513317191
"1",0.510290556900726
"1",0.521489104116223
"1",0.50544794188862
"1",0.594582324455206
"1",0.56068401937046
"1",0.534305146483402
"1",0.512535393634126
"1",0.482904341144833
"1",0.505755467338256
"1",0.518810204749506
"1",0.504581608115992
"1",0.526870704742391
"1",0.508096071484469
"1",0.497723424538638
"1",0.530228653547901
"1",0.509490473954554
"1",0.506160982342312
"1",0.506168096640628
"1",0.523726184886385
"1",0.502817262133436
"1",0.492465958082554
"1",0.532981886996486
"1",0.496457079438255
"1",0.480065736116447
"1",0.54172535962778
"1",0.495532220657077
"1",0.509333959391585
"1",0.518006289039712
"1",0.514833311990438
"1",0.497033337601912
"1",0.503436206086994
"1",0.534333603676669
"1",0.508110300081103
"1",0.499331255958225
"1",0.518312203867333
"1",0.515473598838947
"1",0.518447375535351
"1",0.497702081643687
"1",0.529744881262361
"1",0.514249939528464
"1",0.491242298772072
"1",0.524096128398856
"1",0.502312146952946
"1",0.506082725060827
"1",0.507847071043383
"1",0.546520396693274
"1",0.522787097508573
"1",0.484953259060059
"1",0.539157097935431
"1",0.508707901139711
"1",0.519863120900386
"1",0.497744767433588
"1",0.533963660164198
"1",0.511347305815227
"1",0.53830338213742
"1",0.535728006146754
"1",0.548142456709495
"1",0.499957314210099
"1",0.517003172977049
"1",0.511446905991662
"1",0.507761699463582
"1",0.50236906133948
"1",0.504069378637185
"1",0.526593247108038
"1",0.510116532206428
"1",0.532540800500847
"1",0.533970774462515
"1",0.505172094876282
"1",0.551151804897483
"1",0.497723424538638
"1",0.513894224612626
"1",0.501188087818898
"1",0.496905280232211
"1",0.522075667676897
"1",0.538836954511177
"1",0.577403565686316
"1",0.49791551059319
"1",0.515110769624792
"1",0.528777336691282
"1",0.515231712696177
"1",0.472631294375436
"1",0.491149812893954
"1",0.509390873778119
"1",0.539036154864046
"1",0.554801439933979
"1",0.548249171184246
"1",0.521833781534127
"1",0.528784450989599
"1",0.5209729514378
"1",0.521456723723339
"1",0.542173560421736
"1",0.479446792162889
"1",0.555719184416841
"1",0.51024458957613
"1",0.515345541469245
"1",0.557817902420284
"1",0.499765228155547
"1",0.512265050298089
"1",0.522523868470853
"1",0.551116233405899
"1",0.526635932897938
"1",0.534077488937266
"1",0.549992174271852
"1",0.524821786827165
"1",0.518162803602681
"1",0.496300564875286
"1",0.618931488203267
"1",0.514689201451906
"1",0.494328493647913
"1",0.529832123411978
"1",0.497958257713249
"1",0.484063067150635
"1",0.538963248638838
"1",0.520133847549909
"1",0.589950090744102
"1",0.486274954627949
"1",0.499205989110708
"1",0.547980943738657
"1",0.501758166969147
"1",0.55796279491833
"1",0.524897912885662
"1",0.56442831215971
"1",0.558019509981851
"1",0.542082577132486
"1",0.579287658802178
"1",0.51429219600726
"1",0.583030852994555
"1",0.549682395644283
"1",0.510889292196007
"1",0.482078039927405
"1",0.535673774954628
"1",0.542139292196007
"1",0.516560798548094
"1",0.525862068965517
"1",0.549795825771325
"1",0.54168557168784
"1",0.526826225045372
"1",0.572765426497278
"1",0.457803992740472
"1",0.527109800362976
"1",0.526656079854809
"1",0.536637931034483
"1",0.536354355716878
"1",0.531817150635209
"1",0.564711887477314
"1",0.525011343012704
"1",0.581726406533575
"1",0.565165607985481
"1",0.509868421052632
"1",0.553085299455535
"1",0.565335753176044
"1",0.510322141560799
"1",0.528584392014519
"1",0.527733666061706
"1",0.574750453720508
"1",0.493704627949183
"1",0.544464609800363
"1",0.510549001814882
"1",0.537602087114338
"1",0.514178765880218
"1",0.544237749546279
"1",0.628402903811252
"1",0.521721869328494
"1",0.500510435571688
"1",0.531420145190563
"1",0.532838021778584
"1",0.529775408348457
"1",0.54820780399274
"1",0.468466424682396
"1",0.536070780399274
"1",0.541231851179673
"1",0.529151542649728
"1",0.589156079854809
"1",0.521721869328494
"1",0.520927858439201
"1",0.501417876588022
"1",0.486728675136116
"1",0.505784936479129
"1",0.51695780399274
"1",0.587454627949183
"1",0.537828947368421
"1",0.556601633393829
"1",0.580024954627949
"1",0.48565108892922
"1",0.501644736842105
"1",0.539416969147005
"1",0.51565335753176
"1",0.512817604355717
"1",0.573502722323049
"1",0.549058529945554
"1",0.567320780399274
"1",0.563861161524501
"1",0.556147912885662
"1",0.500850725952813
"1",0.513611615245009
"1",0.537658802177858
"1",0.503629764065336
"1",0.503970054446461
"1",0.551780852994555
"1",0.596755898366606
"1",0.536354355716878
"1",0.535673774954628
"1",0.517808529945553
"1",0.544691470054446
"1",0.54361388384755
"1",0.566583484573503
"1",0.515766787658802
"1",0.757083880653031
"1",0.559016701069619
"1",0.574404203415275
"1",0.465190467254644
"1",0.503846875586414
"1",0.529273784950272
"1",0.611184087070745
"1",0.529930568586977
"1",0.573090636141865
"1",0.516888722086695
"1",0.525145430662413
"1",0.555169825483205
"1",0.545505723400263
"1",0.5369675361231
"1",0.570369675361231
"1",0.518765246762995
"1",0.504316006755489
"1",0.486207543629199
"1",0.513323325201726
"1",0.491180334021392
"1",0.541377369112404
"1",0.527397260273973
"1",0.550384687558641
"1",0.556295740288985
"1",0.576468380559204
"1",0.429724150872584
"1",0.540345280540439
"1",0.558829048601989
"1",0.51829611559392
"1",0.558266091199099
"1",0.55676487145806
"1",0.579283167573654
"1",0.5194220303997
"1",0.51923437793207
"1",0.539969975605179
"1",0.5388440607994
"1",0.538937887033214
"1",0.503377744417339
"1",0.560705573278289
"1",0.57412272471383
"1",0.555357477950835
"1",0.620942015387502
"1",0.548977294051417
"1",0.518577594295365
"1",0.567179583411522
"1",0.536310752486395
"1",0.51810846312629
"1",0.598048414336648
"1",0.521486207543629
"1",0.525426909363858
"1",0.511259148057797
"1",0.546725464439857
"1",0.528054043910677
"1",0.55526365171702
"1",0.506567836367048
"1",0.530775004691312
"1",0.602458247325952
"1",0.539969975605179
"1",0.545599549634078
"1",0.523175079752299
"1",0.48282979921186
"1",0.484612497654344
"1",0.511165321823982
"1",0.517826984424845
"1",0.597297804466129
"1",0.531900919497091
"1",0.539688496903734
"1",0.55695252392569
"1",0.496153124413586
"1",0.518765246762995
"1",0.536310752486395
"1",0.550197035091011
"1",0.542972415087258
"1",0.467723775567649
"1",0.498029649089886
"1",0.48189153687371
"1",0.602927378495027
"1",0.518202289360105
"1",0.546631638206042
"1",0.596828673297054
"1",0.499155563895665
"1",0.513041846500281
"1",0.523925689622818
"1",0.511165321823982
"1",0.558829048601989
"1",0.512385062863577
"1",0.516513417151436
"1",0.526458997935823
"1",0.540157628072809
"1",0.624319759804841
"1",0.485550759992494
"1",0.586132482642147
"1",0.618033402139238
"1",0.510227059485832
"1",0.53753049352599
"1",0.509664102082942
"1",0.475699005441922
"1",0.527960217676862
"1",0.521486207543629
"1",0.623100018765247
"1",0.544004503659223
"1",0.534844788826709
"1",0.512268618166164
"1",0.546348113072177
"1",0.508418233127661
"1",0.511228296742718
"1",0.522635959248099
"1",0.489214138805185
"1",0.509590089443727
"1",0.505739704405223
"1",0.496388769311714
"1",0.494104845267135
"1",0.505763619840245
"1",0.552590041612857
"1",0.538563638972593
"1",0.511228296742718
"1",0.529200746161573
"1",0.513416559047209
"1",0.510833692064859
"1",0.509853159228966
"1",0.529607308556943
"1",0.529942124647247
"1",0.524836179270101
"1",0.492466637968145
"1",0.551729085952073
"1",0.474506146266801
"1",0.532369541301956
"1",0.518402927249247
"1",0.519993303678194
"1",0.538539723537571
"1",0.535251351222079
"1",0.50338403405558
"1",0.537607021571722
"1",0.555256612617783
"1",0.487300904003444
"1",0.508238867364997
"1",0.517673506481083
"1",0.518881235949682
"1",0.509877074663988
"1",0.51112067728512
"1",0.511084804132587
"1",0.498457454441096
"1",0.518462715836801
"1",0.518402927249247
"1",0.495157124408093
"1",0.538300569187354
"1",0.529451858229301
"1",0.558437365475678
"1",0.507916008992204
"1",0.483163533744679
"1",0.559095039938777
"1",0.538731047017745
"1",0.515066724063711
"1",0.524991629597742
"1",0.54558281915148
"1",0.519622614435357
"1",0.528602860286029
"1",0.487934663031521
"1",0.50570383125269
"1",0.529308365619171
"1",0.512280575883675
"1",0.523018606208447
"1",0.504292820586406
"1",0.488819534127326
"1",0.536387334385612
"1",0.485064810828909
"1",0.540369254316736
"1",0.562813890084661
"1",0.528937676376333
"1",0.533170708375185
"1",0.564954321519108
"1",0.510104271296695
"1",0.501375137513751
"1",0.532130386951739
"1",0.527921270387908
"1",0.478535897067968
"1",0.533122877505142
"1",0.550880088008801
"1",0.53893432821543
"1",0.531986894341608
"1",0.50678002582867
"1",0.542473812598651
"1",0.494535323097527
"1",0.526928779834505
"1",0.582388673649974
"1",0.533720763380686
"1",0.507318123116659
"1",0.509303104223466
"1",0.547268857320515
"1",0.536734108193428
"1",0.506002774190463
"1",0.565348926196968
"1",0.527765820060267
"1",0.542414024011097
"1",0.507581192901899
"1",0.503467738078156
"1",0.487073707370737
"1",0.530372602477639
"1",0.501925192519252
"1",0.505608169512603
"1",0.542892332711532
"1",0.508657387477878
"1",0.539100684261975
"1",0.541218637992832
"1",0.555392636037797
"1",0.5257412838058
"1",0.536982730531118
"1",0.517921146953405
"1",0.538937764744216
"1",0.517758227435647
"1",0.515966112740306
"1",0.484848484848485
"1",0.54138155751059
"1",0.567285760834148
"1",0.47702834799609
"1",0.493809058325187
"1",0.485663082437276
"1",0.485663082437276
"1",0.608178559791463
"1",0.552948843271424
"1",0.543010752688172
"1",0.523134571521668
"1",0.61860540892799
"1",0.4356467904855
"1",0.533561420658195
"1",0.564190289996742
"1",0.591397849462366
"1",0.537634408602151
"1",0.532258064516129
"1",0.515314434669273
"1",0.535027696318019
"1",0.518898664059954
"1",0.472140762463343
"1",0.577549690452916
"1",0.539752362333007
"1",0.522319973932877
"1",0.495601173020528
"1",0.502117953730857
"1",0.56158357771261
"1",0.600521342456826
"1",0.536168132942326
"1",0.555555555555556
"1",0.529651352231997
"1",0.623981753014011
"1",0.534538937764744
"1",0.583903551645487
"1",0.521016617790811
"1",0.490387748452265
"1",0.582274356467905
"1",0.586347344411861
"1",0.543662430759205
"1",0.487618116650375
"1",0.552460084718149
"1",0.52117953730857
"1",0.579178885630499
"1",0.522808732486152
"1",0.597100032583904
"1",0.581296839361355
"1",0.519387422613229
"1",0.582111436950147
"1",0.552948843271424
"1",0.559302704463995
"1",0.510915607689801
"1",0.490713587487781
"1",0.560606060606061
"1",0.552297165200391
"1",0.543499511241447
"1",0.561420658194852
"1",0.50456174649723
"1",0.515151515151515
"1",0.502117953730857
"1",0.528836754643206
"1",0.513196480938416
"1",0.505865102639296
"1",0.568589116976214
"1",0.520364939719778
"1",0.531606386445096
"1",0.601824698598892
"1",0.507494297816878
"1",0.444444444444444
"1",0.498859563375692
"1",0.572336265884653
"1",0.625448028673835
"1",0.593678722710981
"1",0.541055718475073
"1",0.510752688172043
"1",0.547409579667644
"1",0.522808732486152
"1",0.530140110785272
"1",0.567937438905181
"1",0.58455522971652
"1",0.495927012056044
"1",0.573150863473444
"1",0.538286086673183
"1",0.476702508960573
"1",0.451612903225806
"1",0.547735418703161
"1",0.540892798957315
"1",0.463994786575432
"1",0.556858911697621
"1",0.494297816878462
"1",0.575268817204301
"1",0.584066471163245
"1",0.566077077940753
"1",0.554285303422491
"1",0.550474547023296
"1",0.504709519700892
"1",0.573986194995686
"1",0.536561691113028
"1",0.479400345125108
"1",0.486446649410411
"1",0.530378199597354
"1",0.506327293643946
"1",0.557916307161346
"1",0.491551624964049
"1",0.555579522576934
"1",0.49949669255105
"1",0.48748921484038
"1",0.529407535231521
"1",0.496980155306299
"1",0.499460742018982
"1",0.558347713546161
"1",0.558599367270636
"1",0.553027034800115
"1",0.496225194132873
"1",0.533002588438309
"1",0.506183491515674
"1",0.542565429968364
"1",0.514847569744032
"1",0.521282714984182
"1",0.519089732528041
"1",0.516609145815358
"1",0.517939315501869
"1",0.558203911417889
"1",0.537136899626114
"1",0.483894161633592
"1",0.51894593039977
"1",0.515422778257118
"1",0.551049755536382
"1",0.553134886396319
"1",0.51826287029048
"1",0.508052919183204
"1",0.535303422490653
"1",0.550079091170549
"1",0.519736842105263
"1",0.551121656600518
"1",0.528976128846707
"1",0.472533793500144
"1",0.555615473109002
"1",0.549755536381938
"1",0.578551912568306
"1",0.530845556514236
"1",0.525309174575784
"1",0.500287604256543
"1",0.531061259706644
"1",0.496476847857348
"1",0.572512223180903
"1",0.481809030773655
"1",0.451035375323555
"1",0.519844693701467
"1",0.538431118780558
"1",0.509526890997987
"1",0.498058671268335
"1",0.509275237273512
"1",0.55040264595916
"1",0.504206212251941
"1",0.563308886971527
"1",0.522073626689675
"1",0.531025309174576
"1",0.569168823698591
"1",0.518406672418752
"1",0.508052919183204
"1",0.4989933851021
"1",0.511036813344838
"1",0.544506758700029
"1",0.500431406384815
"1",0.471095772217429
"1",0.484541271210814
"1",0.50456571757262
"1",0.510533505895887
"1",0.55633448375036
"1",0.521031061259707
"1",0.531564567155594
"1",0.519521138912856
"1",0.525057520851309
"1",0.474439171699741
"1",0.538790624101237
"1",0.528904227782571
"1",0.490473109002013
"1",0.500719010641357
"1",0.493205349439172
"1",0.551373310324993
"1",0.557952257693414
"1",0.564567155593903
"1",0.535806729939603
"1",0.519557089444924
"1",0.536238136324418
"1",0.52926373310325
"1",0.500035950532068
"1",0.577545297670406
"1",0.532571182053494
"1",0.54752660339373
"1",0.539114178889848
"1",0.548065861374748
"1",0.67766618842659
"1",0.568149210903874
"1",0.526303204208513
"1",0.465088474414156
"1",0.54208512673362
"1",0.52104256336681
"1",0.539933046389287
"1",0.540889526542324
"1",0.552367288378766
"1",0.593017694882831
"1",0.582018173122908
"1",0.599713055954089
"1",0.640124342419895
"1",0.559780009564802
"1",0.567431850789096
"1",0.567910090865615
"1",0.527737924438068
"1",0.505499760879962
"1",0.502630320420851
"1",0.486848397895744
"1",0.546867527498804
"1",0.537063605930177
"1",0.519129603060737
"1",0.70492587278814
"1",0.538259206121473
"1",0.520803443328551
"1",0.590148254423721
"1",0.542802486848398
"1",0.556671449067432
"1",0.562888570062171
"1",0.510282161645146
"1",0.583452893352463
"1",0.486848397895744
"1",0.534194165471066
"1",0.536585365853659
"1",0.553802008608321
"1",0.496652319464371
"1",0.498804399808704
"1",0.576279292204687
"1",0.522955523672884
"1",0.586322333811573
"1",0.619799139167862
"1",0.551889048302248
"1",0.53299856527977
"1",0.516021042563367
"1",0.49402199904352
"1",0.538976566236251
"1",0.62960306073649
"1",0.593017694882831
"1",0.546150167384027
"1",0.606169296987088
"1",0.512673362027738
"1",0.583452893352463
"1",0.517455762792922
"1",0.615973218555715
"1",0.568866571018651
"1",0.516738402678144
"1",0.586561453849833
"1",0.570062171209947
"1",0.539693926351028
"1",0.597321855571497
"1",0.540650406504065
"1",0.564084170253467
"1",0.53323768531803
"1",0.586322333811573
"1",0.500239120038259
"1",0.583213773314204
"1",0.492109038737446
"1",0.489239598278336
"1",0.610473457675753
"1",0.483261597321856
"1",0.598517455762793
"1",0.556432329029173
"1",0.506934481109517
"1",0.527737924438068
"1",0.679579148732664
"1",0.53921568627451
"1",0.586800573888092
"1",0.638928742228599
"1",0.502869440459111
"1",0.549019607843137
"1",0.551889048302248
"1",0.502630320420851
"1",0.542563366810139
"1",0.532042085126734
"1",0.438067910090866
"1",0.515303682448589
"1",0.456719273075084
"1",0.544476327116212
"1",0.528694404591105
"1",0.534672405547585
"1",0.510760401721664
"1",0.509803921568627
"1",0.489000478240077
"1",0.53921568627451
"1",0.541606886657102
"1",0.538259206121473
"1",0.613342898134864
"1",0.509325681492109
"1",0.511477761836442
"1",0.504304160688666
"1",0.530661646046261
"1",0.519169641547264
"1",0.526822827522128
"1",0.52119908063964
"1",0.515184116582718
"1",0.52604039317326
"1",0.54193359088464
"1",0.496136730402465
"1",0.589124162550736
"1",0.484302410875837
"1",0.547606239913932
"1",0.496527947576899
"1",0.539464032471025
"1",0.489534940583892
"1",0.496307887916279
"1",0.505403687221869
"1",0.539928602865666
"1",0.504401193212382
"1",0.491050907134823
"1",0.536774414396792
"1",0.560198542716025
"1",0.549611227932906
"1",0.521957063915106
"1",0.517384713188909
"1",0.508508973543939
"1",0.511443102352193
"1",0.537679104112671
"1",0.497726050173603
"1",0.59066458017507
"1",0.561225487798914
"1",0.492322362951734
"1",0.522715047190572
"1",0.534402660276786
"1",0.530857254633478
"1",0.521321336006651
"1",0.517922636803756
"1",0.530612743899457
"1",0.533595774854516
"1",0.531444080395129
"1",0.497016969044941
"1",0.502787422367842
"1",0.513717052178591
"1",0.499853293559587
"1",0.522641693970365
"1",0.513105775343538
"1",0.477969582864688
"1",0.573133160545748
"1",0.508166658516309
"1",0.512054379187246
"1",0.536334295075554
"1",0.547508435620324
"1",0.50356985671671
"1",0.530368233165436
"1",0.473323878918285
"1",0.517800381436745
"1",0.531982004009976
"1",0.50449899750599
"1",0.510538412636315
"1",0.558584771871485
"1",0.564453029487994
"1",0.534378209203384
"1",0.49953542960536
"1",0.508924641791775
"1",0.52914567949533
"1",0.585652110127635
"1",0.513179128563744
"1",0.497848305540613
"1",0.497995011981026
"1",0.529536896669764
"1",0.552814318548584
"1",0.523570834759646
"1",0.544867719692894
"1",0.529194581642134
"1",0.544794366472688
"1",0.49366717198885
"1",0.519022935106851
"1",0.515746491270967
"1",0.486429654261822
"1",0.476526969533963
"1",0.582277861998142
"1",0.531199569661108
"1",0.528020930118832
"1",0.517653674996332
"1",0.511320846985183
"1",0.530563841752653
"1",0.553009927135801
"1",0.565602229937894
"1",0.550149151547753
"1",0.592840725707859
"1",0.464472590346716
"1",0.505721551176097
"1",0.5391706195902
"1",0.54631033302362
"1",0.497359284072571
"1",0.531199569661108
"1",0.511736515233019
"1",0.497897207687417
"1",0.539757445351851
"1",0.513301383930755
"1",0.539366228177417
"1",0.506137219423933
"1",0.569969040247678
"1",0.546710526315789
"1",0.550270897832817
"1",0.515634674922601
"1",0.562229102167183
"1",0.504256965944272
"1",0.503637770897833
"1",0.509752321981424
"1",0.49938080495356
"1",0.499187306501548
"1",0.531037151702786
"1",0.534520123839009
"1",0.530572755417957
"1",0.535797213622291
"1",0.482043343653251
"1",0.525967492260062
"1",0.598026315789474
"1",0.522136222910217
"1",0.539976780185759
"1",0.592298761609907
"1",0.514938080495356
"1",0.531037151702786
"1",0.496478328173375
"1",0.521981424148607
"1",0.564821981424149
"1",0.504256965944272
"1",0.549729102167183
"1",0.566215170278638
"1",0.531695046439629
"1",0.592492260061919
"1",0.531191950464396
"1",0.565828173374613
"1",0.527592879256966
"1",0.535952012383901
"1",0.529140866873065
"1",0.534907120743034
"1",0.510410216718266
"1",0.497136222910217
"1",0.516292569659443
"1",0.488738390092879
"1",0.480263157894737
"1",0.538390092879257
"1",0.527167182662539
"1",0.558630030959752
"1",0.514976780185759
"1",0.498103715170279
"1",0.550657894736842
"1",0.524109907120743
"1",0.539280185758514
"1",0.541989164086687
"1",0.534249226006192
"1",0.491950464396285
"1",0.497174922600619
"1",0.578521671826625
"1",0.556346749226006
"1",0.52453560371517
"1",0.567647058823529
"1",0.52859907120743
"1",0.564551083591331
"1",0.518498452012384
"1",0.521207430340557
"1",0.488931888544892
"1",0.497794117647059
"1",0.558668730650155
"1",0.511029411764706
"1",0.531578947368421
"1",0.486493808049536
"1",0.518072755417957
"1",0.501934984520124
"1",0.529411764705882
"1",0.479256965944272
"1",0.515518575851393
"1",0.527941176470588
"1",0.504914860681115
"1",0.563777089783282
"1",0.515673374613003
"1",0.536106811145511
"1",0.522832817337461
"1",0.523219814241486
"1",0.582701238390093
"1",0.54187306501548
"1",0.515557275541796
"1",0.51733746130031
"1",0.524767801857585
"1",0.511493808049536
"1",0.499342105263158
"1",0.517414860681115
"1",0.557430340557276
"1",0.511919504643963
"1",0.4953173374613
"1",0.521826625386997
"1",0.573413312693498
"1",0.514047987616099
"1",0.54171826625387
"1",0.548335913312693
"1",0.565441176470588
"1",0.509404024767802
"1",0.53672600619195
"1",0.531656346749226
"1",0.57515479876161
"1",0.51609907120743
"1",0.65
"1",0.564583333333333
"1",0.522916666666667
"1",0.6625
"1",0.5875
"1",0.54375
"1",0.549305555555556
"1",0.572916666666667
"1",0.520138888888889
"1",0.652777777777778
"1",0.479166666666667
"1",0.491666666666667
"1",0.6375
"1",0.51875
"1",0.526388888888889
"1",0.579166666666667
"1",0.500694444444444
"1",0.575694444444444
"1",0.543055555555556
"1",0.529861111111111
"1",0.523611111111111
"1",0.638194444444444
"1",0.536805555555556
"1",0.50625
"1",0.624305555555556
"1",0.519444444444444
"1",0.511805555555556
"1",0.608333333333333
"1",0.557638888888889
"1",0.509722222222222
"1",0.622916666666667
"1",0.569444444444444
"1",0.520833333333333
"1",0.579166666666667
"1",0.664583333333333
"1",0.545138888888889
"1",0.506944444444444
"1",0.475694444444444
"1",0.465972222222222
"1",0.534722222222222
"1",0.575694444444444
"1",0.602083333333333
"1",0.590277777777778
"1",0.65625
"1",0.540972222222222
"1",0.613194444444444
"1",0.621527777777778
"1",0.470833333333333
"1",0.451388888888889
"1",0.59375
"1",0.603472222222222
"1",0.540972222222222
"1",0.657638888888889
"1",0.599305555555556
"1",0.531944444444444
"1",0.495833333333333
"1",0.528472222222222
"1",0.547222222222222
"1",0.513888888888889
"1",0.4875
"1",0.636805555555556
"1",0.493055555555556
"1",0.528472222222222
"1",0.556944444444444
"1",0.523611111111111
"1",0.570138888888889
"1",0.615277777777778
"1",0.595138888888889
"1",0.529166666666667
"1",0.6625
"1",0.577777777777778
"1",0.497916666666667
"1",0.628472222222222
"1",0.482638888888889
"1",0.572916666666667
"1",0.53125
"1",0.520833333333333
"1",0.725
"1",0.54375
"1",0.644444444444444
"1",0.594444444444444
"1",0.603472222222222
"1",0.590972222222222
"1",0.496527777777778
"1",0.520833333333333
"1",0.540277777777778
"1",0.529166666666667
"1",0.578472222222222
"1",0.563888888888889
"1",0.582638888888889
"1",0.513194444444445
"1",0.521527777777778
"1",0.464583333333333
"1",0.591666666666667
"1",0.522916666666667
"1",0.4875
"1",0.591666666666667
"1",0.5875
"1",0.564583333333333
"1",0.516666666666667
"1",0.554166666666667
"1",0.870833333333333
"1",0.504166666666667
"1",0.572916666666667
"1",0.685416666666667
"1",0.59375
"1",0.51875
"1",0.54375
"1",0.51875
"1",0.577083333333333
"1",0.65
"1",0.591666666666667
"1",0.541666666666667
"1",0.541666666666667
"1",0.577083333333333
"1",0.5
"1",0.5875
"1",0.5625
"1",0.683333333333333
"1",0.641666666666667
"1",0.435416666666667
"1",0.63125
"1",0.647916666666667
"1",0.402083333333333
"1",0.5
"1",0.525
"1",0.672916666666667
"1",0.560416666666667
"1",0.479166666666667
"1",0.504166666666667
"1",0.564583333333333
"1",0.579166666666667
"1",0.483333333333333
"1",0.6625
"1",0.50625
"1",0.4625
"1",0.50625
"1",0.59375
"1",0.566666666666667
"1",0.429166666666667
"1",0.5375
"1",0.5625
"1",0.522916666666667
"1",0.745833333333333
"1",0.591666666666667
"1",0.608333333333333
"1",0.591666666666667
"1",0.595833333333333
"1",0.4875
"1",0.55625
"1",0.479166666666667
"1",0.810416666666667
"1",0.472916666666667
"1",0.585416666666667
"1",0.652083333333333
"1",0.54375
"1",0.597916666666667
"1",0.54375
"1",0.7
"1",0.720833333333333
"1",0.529166666666667
"1",0.59375
"1",0.583333333333333
"1",0.5875
"1",0.51875
"1",0.572916666666667
"1",0.666666666666667
"1",0.558333333333333
"1",0.68125
"1",0.545833333333333
"1",0.7
"1",0.533333333333333
